CUSTNO,ASSO,COMPETITOR,PURDATE,GENDER,AGE,AREA,FREQ,MNAME,JOINMONTH
02155,C,C03,201501.0,,,,,,
02155,C,C03,201503.0,,,,,,
02155,C,C03,201504.0,,,,,,
02155,C,C03,201506.0,,,,,,
02155,C,C03,201507.0,,,,,,
02155,C,C03,201508.0,,,,,,
02155,C,C03,201509.0,,,,,,
02155,C,C03,201510.0,,,,,,
02155,C,C03,201512.0,,,,,,
02159,A,A02,201504.0,,,,,,
02163,B,B01,201501.0,,,,,,
02163,B,B01,201502.0,,,,,,
02163,B,B01,201503.0,,,,,,
02163,B,B01,201504.0,,,,,,
02163,B,B02,201501.0,,,,,,
02163,C,C02,201504.0,,,,,,
02168,A,A01,201509.0,,,,,,
02168,A,A02,201503.0,,,,,,
02168,B,B01,201512.0,,,,,,
02169,A,A01,201511.0,,,,,,
02169,A,A02,201501.0,,,,,,
02169,A,A02,201503.0,,,,,,
02169,A,A02,201510.0,,,,,,
02169,B,B01,201503.0,,,,,,
02169,B,B01,201508.0,,,,,,
02169,B,B02,201503.0,,,,,,
02169,C,C03,201503.0,,,,,,
02170,A,A02,201503.0,,,,,,
02170,B,B02,201504.0,,,,,,
02170,B,B02,201506.0,,,,,,
02170,B,B02,201509.0,,,,,,
02171,A,A01,201508.0,,,,,,
02172,B,B01,201502.0,,,,,,
02172,C,C03,201503.0,,,,,,
02172,C,C03,201509.0,,,,,,
02174,A,A02,201508.0,,,,,,
02174,B,B01,201502.0,,,,,,
02174,B,B02,201504.0,,,,,,
02177,B,B01,201507.0,,,,,,
02177,B,B01,201509.0,,,,,,
02179,A,A01,201507.0,,,,,,
02179,B,B01,201501.0,,,,,,
02179,B,B01,201507.0,,,,,,
02179,B,B01,201508.0,,,,,,
02179,B,B01,201512.0,,,,,,
02179,B,B02,201503.0,,,,,,
02181,B,B02,201511.0,,,,,,
02184,A,A02,201511.0,,,,,,
02185,B,B01,201504.0,,,,,,
02185,B,B01,201505.0,,,,,,
02185,B,B01,201506.0,,,,,,
02185,B,B01,201507.0,,,,,,
02185,B,B01,201508.0,,,,,,
02185,B,B01,201509.0,,,,,,
02185,B,B01,201510.0,,,,,,
02185,B,B01,201511.0,,,,,,
02185,B,B01,201512.0,,,,,,
02190,C,C03,201501.0,,,,,,
02190,C,C03,201502.0,,,,,,
02199,A,A02,201505.0,,,,,,
02199,A,A02,201506.0,,,,,,
02199,A,A02,201507.0,,,,,,
02199,A,A02,201512.0,,,,,,
02200,A,A02,201502.0,,,,,,
02205,A,A02,201506.0,,,,,,
02205,A,A02,201512.0,,,,,,
02206,C,C03,201504.0,,,,,,
02213,B,B01,201509.0,,,,,,
02216,B,B01,201501.0,,,,,,
02216,B,B01,201502.0,,,,,,
02216,B,B01,201503.0,,,,,,
02216,B,B01,201504.0,,,,,,
02216,B,B01,201505.0,,,,,,
02216,B,B01,201507.0,,,,,,
02218,A,A01,201510.0,,,,,,
02218,A,A02,201508.0,,,,,,
02219,B,B01,201506.0,,,,,,
02221,B,B01,201502.0,,,,,,
02221,B,B01,201503.0,,,,,,
02228,B,B02,201501.0,,,,,,
02228,C,C03,201501.0,,,,,,
02228,C,C03,201503.0,,,,,,
02228,C,C03,201504.0,,,,,,
02228,C,C03,201505.0,,,,,,
02228,C,C03,201506.0,,,,,,
02228,C,C03,201507.0,,,,,,
02228,C,C03,201509.0,,,,,,
02228,C,C03,201510.0,,,,,,
02228,C,C03,201512.0,,,,,,
02231,A,A01,201504.0,,,,,,
02231,A,A01,201505.0,,,,,,
02231,A,A01,201506.0,,,,,,
02231,A,A01,201507.0,,,,,,
02231,A,A01,201508.0,,,,,,
02231,A,A01,201510.0,,,,,,
02231,A,A01,201511.0,,,,,,
02231,A,A01,201512.0,,,,,,
02231,A,A02,201502.0,,,,,,
02231,A,A02,201511.0,,,,,,
02231,A,A02,201512.0,,,,,,
02231,B,B01,201502.0,,,,,,
02231,C,C02,201501.0,,,,,,
02231,C,C02,201506.0,,,,,,
02231,C,C02,201507.0,,,,,,
02231,C,C03,201501.0,,,,,,
02231,C,C03,201503.0,,,,,,
02231,C,C03,201504.0,,,,,,
02231,C,C03,201505.0,,,,,,
02231,C,C03,201506.0,,,,,,
02231,C,C03,201508.0,,,,,,
02231,C,C03,201509.0,,,,,,
02231,C,C03,201512.0,,,,,,
02238,B,B02,201506.0,,,,,,
02241,A,A01,201502.0,,,,,,
02241,A,A02,201501.0,,,,,,
02241,A,A02,201503.0,,,,,,
02241,B,B02,201504.0,,,,,,
02241,C,C03,201501.0,,,,,,
02241,C,C03,201502.0,,,,,,
02241,C,C03,201504.0,,,,,,
02241,C,C03,201505.0,,,,,,
02241,C,C03,201506.0,,,,,,
02241,C,C03,201508.0,,,,,,
02241,C,C03,201509.0,,,,,,
02241,C,C03,201510.0,,,,,,
02242,B,B01,201504.0,,,,,,
02242,B,B01,201511.0,,,,,,
02244,B,B02,201507.0,,,,,,
02255,B,B01,201503.0,,,,,,
02255,B,B01,201505.0,,,,,,
02255,B,B01,201507.0,,,,,,
02255,B,B01,201509.0,,,,,,
02255,B,B01,201511.0,,,,,,
02255,B,B01,201512.0,,,,,,
02255,B,B02,201508.0,,,,,,
02255,B,B02,201511.0,,,,,,
02259,A,A01,201501.0,,,,,,
02261,A,A01,201503.0,,,,,,
02261,A,A02,201503.0,,,,,,
02262,A,A01,201503.0,,,,,,
02262,A,A01,201506.0,,,,,,
02262,A,A02,201501.0,,,,,,
02262,A,A02,201502.0,,,,,,
02262,A,A02,201503.0,,,,,,
02262,A,A02,201504.0,,,,,,
02262,A,A02,201505.0,,,,,,
02262,A,A02,201506.0,,,,,,
02262,A,A02,201507.0,,,,,,
02262,A,A02,201508.0,,,,,,
02262,A,A02,201510.0,,,,,,
02262,A,A02,201511.0,,,,,,
02262,A,A02,201512.0,,,,,,
02262,B,B01,201507.0,,,,,,
02262,C,C03,201501.0,,,,,,
02262,C,C03,201502.0,,,,,,
02265,B,B02,201502.0,,,,,,
02265,B,B02,201510.0,,,,,,
02265,B,B02,201511.0,,,,,,
02269,C,C01,201508.0,,,,,,
02272,B,B01,201502.0,,,,,,
02272,B,B01,201510.0,,,,,,
02272,B,B01,201511.0,,,,,,
02272,B,B01,201512.0,,,,,,
02275,A,A01,201507.0,,,,,,
02275,B,B01,201501.0,,,,,,
02275,B,B01,201502.0,,,,,,
02275,B,B01,201503.0,,,,,,
02275,B,B01,201504.0,,,,,,
02277,B,B02,201501.0,,,,,,
02277,B,B02,201502.0,,,,,,
02277,B,B02,201504.0,,,,,,
02282,A,A01,201504.0,,,,,,
02287,A,A01,201511.0,,,,,,
02287,A,A02,201502.0,,,,,,
02287,A,A02,201507.0,,,,,,
02287,B,B01,201506.0,,,,,,
02287,B,B01,201511.0,,,,,,
02290,A,A01,201501.0,,,,,,
02290,A,A01,201502.0,,,,,,
02290,C,C03,201510.0,,,,,,
02291,A,A02,201502.0,,,,,,
02291,A,A02,201505.0,,,,,,
02291,B,B01,201502.0,,,,,,
02291,B,B01,201503.0,,,,,,
02291,B,B01,201512.0,,,,,,
02291,B,B02,201508.0,,,,,,
02291,B,B02,201512.0,,,,,,
02292,A,A01,201501.0,,,,,,
02292,B,B01,201504.0,,,,,,
02292,B,B01,201505.0,,,,,,
02292,B,B01,201507.0,,,,,,
02292,B,B01,201510.0,,,,,,
02292,B,B02,201503.0,,,,,,
02292,B,B02,201504.0,,,,,,
02292,B,B02,201507.0,,,,,,
02292,C,C01,201506.0,,,,,,
02293,B,B01,201502.0,,,,,,
02293,B,B01,201503.0,,,,,,
02293,B,B01,201510.0,,,,,,
02294,B,B02,201503.0,,,,,,
02295,A,A02,201511.0,,,,,,
02297,B,B02,201507.0,,,,,,
02297,C,C03,201505.0,,,,,,
02297,C,C03,201507.0,,,,,,
02297,C,C03,201509.0,,,,,,
02297,C,C03,201512.0,,,,,,
02299,B,B01,201505.0,,,,,,
02299,B,B01,201506.0,,,,,,
02299,B,B02,201505.0,,,,,,
02299,B,B02,201512.0,,,,,,
02300,B,B02,201502.0,,,,,,
02300,B,B02,201503.0,,,,,,
02300,B,B02,201505.0,,,,,,
02301,B,B01,201507.0,,,,,,
02301,C,C03,201501.0,,,,,,
02301,C,C03,201504.0,,,,,,
02301,C,C03,201506.0,,,,,,
02303,B,B01,201502.0,,,,,,
02305,B,B02,201511.0,,,,,,
02308,B,B02,201508.0,,,,,,
02308,B,B02,201511.0,,,,,,
02313,A,A01,201511.0,,,,,,
02313,A,A01,201512.0,,,,,,
02313,C,C03,201508.0,,,,,,
02315,A,A02,201511.0,,,,,,
02320,B,B02,201511.0,,,,,,
02329,A,A01,201501.0,,,,,,
02329,A,A01,201506.0,,,,,,
02329,A,A01,201507.0,,,,,,
02329,A,A01,201511.0,,,,,,
02329,A,A01,201512.0,,,,,,
02329,A,A02,201511.0,,,,,,
02329,A,A02,201512.0,,,,,,
02333,B,B01,201505.0,,,,,,
02333,B,B01,201510.0,,,,,,
02333,B,B01,201511.0,,,,,,
02333,B,B01,201512.0,,,,,,
02333,B,B02,201512.0,,,,,,
02333,C,C03,201501.0,,,,,,
02333,C,C03,201506.0,,,,,,
02333,C,C03,201508.0,,,,,,
02333,C,C03,201509.0,,,,,,
02333,C,C03,201510.0,,,,,,
02333,C,C03,201511.0,,,,,,
02335,B,B01,201507.0,,,,,,
02337,B,B02,201502.0,,,,,,
02339,A,A02,201502.0,,,,,,
02339,B,B02,201501.0,,,,,,
02339,B,B02,201503.0,,,,,,
02339,B,B02,201509.0,,,,,,
02339,C,C02,201506.0,,,,,,
02339,C,C03,201509.0,,,,,,
02342,C,C01,201503.0,,,,,,
02342,C,C03,201501.0,,,,,,
02342,C,C03,201502.0,,,,,,
02342,C,C03,201511.0,,,,,,
02343,B,B01,201512.0,,,,,,
02351,B,B02,201501.0,,,,,,
02361,A,A01,201504.0,,,,,,
02361,A,A01,201508.0,,,,,,
02361,B,B01,201502.0,,,,,,
02361,B,B01,201503.0,,,,,,
02361,B,B01,201504.0,,,,,,
02362,B,B02,201504.0,,,,,,
02362,B,B02,201505.0,,,,,,
02362,B,B02,201507.0,,,,,,
02368,B,B01,201510.0,,,,,,
02368,B,B01,201512.0,,,,,,
02368,C,C01,201502.0,,,,,,
02368,C,C01,201503.0,,,,,,
02368,C,C01,201507.0,,,,,,
02368,C,C01,201512.0,,,,,,
02368,C,C02,201503.0,,,,,,
02370,B,B01,201511.0,,,,,,
02370,B,B02,201504.0,,,,,,
02370,B,B02,201508.0,,,,,,
02370,C,C03,201512.0,,,,,,
02374,C,C03,201509.0,,,,,,
02376,B,B01,201510.0,,,,,,
02378,A,A01,201511.0,,,,,,
02378,B,B02,201511.0,,,,,,
02380,A,A01,201501.0,,,,,,
02380,A,A02,201511.0,,,,,,
02380,B,B02,201507.0,,,,,,
02380,B,B02,201510.0,,,,,,
02381,B,B02,201510.0,,,,,,
02381,B,B02,201512.0,,,,,,
02384,A,A01,201501.0,,,,,,
02384,C,C03,201504.0,,,,,,
02386,B,B01,201506.0,,,,,,
02386,B,B01,201511.0,,,,,,
02388,B,B02,201509.0,,,,,,
02389,A,A01,201508.0,,,,,,
02389,A,A02,201501.0,,,,,,
02389,A,A02,201502.0,,,,,,
02389,A,A02,201505.0,,,,,,
02389,A,A02,201506.0,,,,,,
02391,B,B01,201502.0,,,,,,
02391,B,B01,201504.0,,,,,,
02391,B,B01,201507.0,,,,,,
02391,B,B01,201510.0,,,,,,
02396,A,A01,201502.0,,,,,,
02396,A,A02,201501.0,,,,,,
02396,B,B02,201502.0,,,,,,
02397,B,B02,201503.0,,,,,,
02398,A,A02,201504.0,,,,,,
02398,A,A02,201511.0,,,,,,
02398,C,C02,201505.0,,,,,,
02398,C,C03,201503.0,,,,,,
02404,B,B01,201508.0,,,,,,
02404,B,B01,201510.0,,,,,,
02404,C,C03,201503.0,,,,,,
02406,A,A01,201508.0,,,,,,
02406,C,C03,201512.0,,,,,,
02412,A,A02,201506.0,,,,,,
02412,A,A02,201512.0,,,,,,
02415,A,A02,201509.0,,,,,,
02419,B,B01,201502.0,,,,,,
02419,B,B01,201509.0,,,,,,
02419,B,B01,201510.0,,,,,,
02419,B,B01,201511.0,,,,,,
02419,C,C03,201501.0,,,,,,
02419,C,C03,201504.0,,,,,,
02419,C,C03,201509.0,,,,,,
02422,A,A02,201501.0,,,,,,
02422,A,A02,201503.0,,,,,,
02422,A,A02,201504.0,,,,,,
02424,A,A02,201507.0,,,,,,
02429,A,A01,201509.0,,,,,,
02429,A,A01,201510.0,,,,,,
02429,A,A01,201511.0,,,,,,
02429,A,A01,201512.0,,,,,,
02430,A,A02,201511.0,,,,,,
02430,B,B01,201505.0,,,,,,
02430,B,B02,201504.0,,,,,,
02432,A,A02,201504.0,,,,,,
02432,A,A02,201509.0,,,,,,
02432,B,B02,201508.0,,,,,,
02433,A,A01,201502.0,,,,,,
02433,A,A01,201505.0,,,,,,
02433,A,A01,201509.0,,,,,,
02433,A,A01,201510.0,,,,,,
02433,B,B01,201511.0,,,,,,
02442,B,B01,201501.0,,,,,,
02444,A,A01,201510.0,,,,,,
02446,A,A02,201501.0,,,,,,
02446,A,A02,201510.0,,,,,,
02446,B,B01,201506.0,,,,,,
02448,A,A01,201504.0,,,,,,
02448,B,B02,201503.0,,,,,,
02448,B,B02,201506.0,,,,,,
02453,C,C03,201506.0,,,,,,
02458,B,B01,201505.0,,,,,,
02458,B,B01,201511.0,,,,,,
02459,A,A01,201510.0,,,,,,
02459,B,B01,201509.0,,,,,,
02459,B,B01,201510.0,,,,,,
02461,B,B01,201505.0,,,,,,
02461,B,B01,201506.0,,,,,,
02461,B,B01,201507.0,,,,,,
02461,B,B01,201508.0,,,,,,
02461,B,B01,201509.0,,,,,,
02461,B,B01,201510.0,,,,,,
02461,B,B01,201511.0,,,,,,
02461,B,B01,201512.0,,,,,,
02461,B,B02,201508.0,,,,,,
02461,C,C02,201512.0,,,,,,
02465,A,A01,201501.0,,,,,,
02465,A,A01,201505.0,,,,,,
02465,A,A01,201511.0,,,,,,
02465,A,A01,201512.0,,,,,,
02465,A,A02,201508.0,,,,,,
02465,B,B01,201511.0,,,,,,
02465,B,B02,201505.0,,,,,,
02465,B,B02,201509.0,,,,,,
02465,B,B02,201511.0,,,,,,
02465,B,B02,201512.0,,,,,,
02468,A,A01,201501.0,,,,,,
02468,A,A01,201505.0,,,,,,
02468,A,A01,201507.0,,,,,,
02468,A,A02,201501.0,,,,,,
02468,A,A02,201502.0,,,,,,
02468,A,A02,201503.0,,,,,,
02468,A,A02,201504.0,,,,,,
02468,A,A02,201505.0,,,,,,
02468,A,A02,201506.0,,,,,,
02468,A,A02,201507.0,,,,,,
02468,A,A02,201510.0,,,,,,
02468,A,A02,201511.0,,,,,,
02468,B,B01,201501.0,,,,,,
02468,B,B01,201503.0,,,,,,
02468,B,B01,201505.0,,,,,,
02468,B,B01,201512.0,,,,,,
02468,B,B02,201504.0,,,,,,
02468,B,B02,201506.0,,,,,,
02468,B,B02,201509.0,,,,,,
02468,B,B02,201512.0,,,,,,
02468,C,C03,201502.0,,,,,,
02468,C,C03,201504.0,,,,,,
02468,C,C03,201509.0,,,,,,
02469,B,B01,201507.0,,,,,,
02474,A,A01,201505.0,,,,,,
02477,A,A01,201506.0,,,,,,
02477,A,A01,201507.0,,,,,,
02477,A,A02,201512.0,,,,,,
02477,B,B01,201501.0,,,,,,
02477,B,B01,201502.0,,,,,,
02477,B,B01,201503.0,,,,,,
02477,B,B01,201504.0,,,,,,
02477,B,B01,201505.0,,,,,,
02477,B,B01,201506.0,,,,,,
02477,B,B01,201507.0,,,,,,
02477,B,B01,201508.0,,,,,,
02477,B,B01,201509.0,,,,,,
02477,B,B01,201511.0,,,,,,
02477,B,B01,201512.0,,,,,,
02477,C,C03,201504.0,,,,,,
02477,C,C03,201506.0,,,,,,
02477,C,C03,201507.0,,,,,,
02478,A,A01,201507.0,,,,,,
02478,A,A01,201508.0,,,,,,
02478,A,A01,201509.0,,,,,,
02478,A,A01,201510.0,,,,,,
02478,A,A01,201512.0,,,,,,
02478,B,B01,201505.0,,,,,,
02478,B,B01,201512.0,,,,,,
02478,B,B02,201510.0,,,,,,
02482,B,B01,201501.0,,,,,,
02483,C,C01,201505.0,,,,,,
02484,A,A02,201509.0,,,,,,
02487,B,B02,201507.0,,,,,,
02487,C,C01,201501.0,,,,,,
02487,C,C01,201502.0,,,,,,
02488,B,B01,201505.0,,,,,,
02488,B,B01,201510.0,,,,,,
02491,C,C03,201501.0,,,,,,
02491,C,C03,201504.0,,,,,,
02491,C,C03,201508.0,,,,,,
02491,C,C03,201511.0,,,,,,
02491,C,C03,201512.0,,,,,,
02492,C,C03,201507.0,,,,,,
02494,B,B01,201505.0,,,,,,
02494,B,B01,201508.0,,,,,,
02496,C,C03,201501.0,,,,,,
02498,A,A02,201501.0,,,,,,
02498,A,A02,201503.0,,,,,,
02498,B,B01,201502.0,,,,,,
02500,B,B01,201505.0,,,,,,
02503,B,B02,201501.0,,,,,,
02503,B,B02,201502.0,,,,,,
02503,B,B02,201505.0,,,,,,
02504,A,A02,201510.0,,,,,,
02505,B,B02,201512.0,,,,,,
02507,B,B01,201510.0,,,,,,
02507,B,B02,201503.0,,,,,,
02507,B,B02,201504.0,,,,,,
02507,B,B02,201506.0,,,,,,
02507,B,B02,201507.0,,,,,,
02507,B,B02,201509.0,,,,,,
02507,B,B02,201510.0,,,,,,
02507,B,B02,201511.0,,,,,,
02507,B,B02,201512.0,,,,,,
02507,C,C01,201502.0,,,,,,
02507,C,C01,201510.0,,,,,,
02510,B,B01,201503.0,,,,,,
02510,B,B01,201504.0,,,,,,
02510,B,B01,201505.0,,,,,,
02510,B,B01,201510.0,,,,,,
02510,C,C02,201512.0,,,,,,
02514,B,B01,201507.0,,,,,,
02515,A,A02,201511.0,,,,,,
02515,B,B01,201505.0,,,,,,
02515,B,B01,201506.0,,,,,,
02515,B,B02,201507.0,,,,,,
02515,B,B02,201508.0,,,,,,
02537,B,B01,201507.0,,,,,,
02537,B,B01,201509.0,,,,,,
02537,B,B01,201511.0,,,,,,
02537,B,B01,201512.0,,,,,,
02539,A,A01,201504.0,,,,,,
02539,B,B01,201504.0,,,,,,
02539,B,B01,201505.0,,,,,,
02540,A,A01,201501.0,,,,,,
02540,A,A01,201505.0,,,,,,
02540,A,A01,201506.0,,,,,,
02540,A,A02,201501.0,,,,,,
02540,B,B01,201509.0,,,,,,
02540,B,B02,201509.0,,,,,,
02542,B,B01,201508.0,,,,,,
02542,C,C01,201503.0,,,,,,
02542,C,C01,201505.0,,,,,,
02542,C,C01,201508.0,,,,,,
02546,B,B01,201505.0,,,,,,
02546,B,B02,201501.0,,,,,,
02547,B,B01,201503.0,,,,,,
02551,B,B02,201508.0,,,,,,
02551,B,B02,201509.0,,,,,,
02551,B,B02,201510.0,,,,,,
02552,B,B01,201503.0,,,,,,
02552,B,B01,201504.0,,,,,,
02552,B,B01,201505.0,,,,,,
02552,B,B01,201506.0,,,,,,
02553,A,A01,201504.0,,,,,,
02553,A,A01,201512.0,,,,,,
02553,A,A02,201504.0,,,,,,
02553,B,B01,201501.0,,,,,,
02553,B,B01,201505.0,,,,,,
02553,B,B01,201506.0,,,,,,
02553,B,B01,201507.0,,,,,,
02553,B,B01,201508.0,,,,,,
02553,B,B01,201511.0,,,,,,
02553,B,B02,201503.0,,,,,,
02553,B,B02,201505.0,,,,,,
02553,C,C03,201501.0,,,,,,
02553,C,C03,201502.0,,,,,,
02553,C,C03,201503.0,,,,,,
02553,C,C03,201504.0,,,,,,
02553,C,C03,201505.0,,,,,,
02553,C,C03,201506.0,,,,,,
02553,C,C03,201507.0,,,,,,
02553,C,C03,201508.0,,,,,,
02553,C,C03,201509.0,,,,,,
02553,C,C03,201510.0,,,,,,
02553,C,C03,201511.0,,,,,,
02553,C,C03,201512.0,,,,,,
02558,B,B01,201506.0,,,,,,
02558,B,B01,201508.0,,,,,,
02558,B,B02,201505.0,,,,,,
02558,C,C01,201501.0,,,,,,
02558,C,C01,201503.0,,,,,,
02558,C,C01,201506.0,,,,,,
02558,C,C01,201507.0,,,,,,
02558,C,C03,201501.0,,,,,,
02563,A,A01,201508.0,,,,,,
02566,A,A01,201510.0,,,,,,
02566,A,A02,201504.0,,,,,,
02569,B,B01,201505.0,,,,,,
02569,B,B02,201509.0,,,,,,
02570,B,B02,201501.0,,,,,,
02570,B,B02,201504.0,,,,,,
02570,B,B02,201508.0,,,,,,
02570,B,B02,201509.0,,,,,,
02570,B,B02,201510.0,,,,,,
02570,B,B02,201511.0,,,,,,
02570,B,B02,201512.0,,,,,,
02573,A,A02,201501.0,,,,,,
02573,A,A02,201503.0,,,,,,
02573,A,A02,201504.0,,,,,,
02573,A,A02,201505.0,,,,,,
02573,A,A02,201506.0,,,,,,
02573,A,A02,201507.0,,,,,,
02573,A,A02,201508.0,,,,,,
02573,A,A02,201511.0,,,,,,
02573,A,A02,201512.0,,,,,,
02573,B,B01,201502.0,,,,,,
02573,C,C03,201505.0,,,,,,
02573,C,C03,201506.0,,,,,,
02573,C,C03,201507.0,,,,,,
02573,C,C03,201508.0,,,,,,
02573,C,C03,201509.0,,,,,,
02573,C,C03,201510.0,,,,,,
02573,C,C03,201512.0,,,,,,
02577,B,B02,201501.0,,,,,,
02578,A,A01,201508.0,,,,,,
02578,C,C01,201508.0,,,,,,
02579,B,B01,201501.0,,,,,,
02579,B,B01,201503.0,,,,,,
02579,B,B01,201504.0,,,,,,
02579,B,B01,201505.0,,,,,,
02579,B,B01,201508.0,,,,,,
02579,B,B01,201509.0,,,,,,
02579,B,B01,201510.0,,,,,,
02579,B,B01,201512.0,,,,,,
02581,B,B01,201501.0,,,,,,
02581,B,B01,201503.0,,,,,,
02581,B,B01,201504.0,,,,,,
02582,C,C01,201505.0,,,,,,
02582,C,C03,201501.0,,,,,,
02583,A,A01,201507.0,,,,,,
02583,A,A01,201508.0,,,,,,
02583,A,A02,201509.0,,,,,,
02583,B,B01,201506.0,,,,,,
02583,B,B01,201507.0,,,,,,
02586,A,A02,201512.0,,,,,,
02586,B,B01,201501.0,,,,,,
02586,B,B02,201501.0,,,,,,
02586,B,B02,201502.0,,,,,,
02586,B,B02,201505.0,,,,,,
02586,B,B02,201507.0,,,,,,
02586,B,B02,201509.0,,,,,,
02586,B,B02,201511.0,,,,,,
02587,A,A01,201501.0,,,,,,
02590,B,B02,201502.0,,,,,,
02590,B,B02,201503.0,,,,,,
02592,A,A02,201506.0,,,,,,
02592,A,A02,201508.0,,,,,,
02592,B,B01,201502.0,,,,,,
02592,B,B01,201503.0,,,,,,
02592,B,B01,201508.0,,,,,,
02592,B,B02,201501.0,,,,,,
02592,B,B02,201502.0,,,,,,
02592,B,B02,201503.0,,,,,,
02592,B,B02,201509.0,,,,,,
02597,B,B01,201508.0,,,,,,
02597,B,B02,201511.0,,,,,,
02597,C,C01,201504.0,,,,,,
02597,C,C01,201511.0,,,,,,
02599,B,B01,201502.0,,,,,,
02599,B,B01,201506.0,,,,,,
02599,B,B01,201509.0,,,,,,
02599,B,B01,201511.0,,,,,,
02599,C,C03,201507.0,,,,,,
02599,C,C03,201512.0,,,,,,
02601,B,B01,201501.0,,,,,,
02601,B,B01,201502.0,,,,,,
02601,B,B01,201503.0,,,,,,
02601,B,B01,201504.0,,,,,,
02601,B,B01,201505.0,,,,,,
02601,B,B01,201506.0,,,,,,
02601,B,B01,201507.0,,,,,,
02601,B,B01,201508.0,,,,,,
02601,B,B01,201509.0,,,,,,
02601,B,B01,201510.0,,,,,,
02601,B,B01,201511.0,,,,,,
02601,B,B01,201512.0,,,,,,
02601,B,B02,201501.0,,,,,,
02601,B,B02,201502.0,,,,,,
02601,B,B02,201503.0,,,,,,
02601,B,B02,201504.0,,,,,,
02601,B,B02,201508.0,,,,,,
02601,B,B02,201512.0,,,,,,
02601,C,C02,201504.0,,,,,,
02601,C,C03,201502.0,,,,,,
02601,C,C03,201506.0,,,,,,
02607,B,B01,201504.0,,,,,,
02609,B,B01,201504.0,,,,,,
02609,B,B01,201511.0,,,,,,
02612,B,B01,201506.0,,,,,,
02613,A,A02,201505.0,,,,,,
02613,A,A02,201506.0,,,,,,
02613,A,A02,201512.0,,,,,,
02613,C,C03,201502.0,,,,,,
02615,A,A01,201507.0,,,,,,
02615,A,A02,201501.0,,,,,,
02615,A,A02,201508.0,,,,,,
02615,A,A02,201509.0,,,,,,
02615,C,C03,201501.0,,,,,,
02615,C,C03,201502.0,,,,,,
02615,C,C03,201503.0,,,,,,
02615,C,C03,201504.0,,,,,,
02615,C,C03,201505.0,,,,,,
02615,C,C03,201506.0,,,,,,
02615,C,C03,201507.0,,,,,,
02615,C,C03,201508.0,,,,,,
02615,C,C03,201509.0,,,,,,
02615,C,C03,201510.0,,,,,,
02615,C,C03,201511.0,,,,,,
02615,C,C03,201512.0,,,,,,
02616,A,A02,201502.0,,,,,,
02616,A,A02,201503.0,,,,,,
02616,A,A02,201505.0,,,,,,
02616,A,A02,201512.0,,,,,,
02616,B,B01,201502.0,,,,,,
02616,B,B01,201510.0,,,,,,
02616,B,B02,201511.0,,,,,,
02620,B,B01,201502.0,,,,,,
02620,B,B01,201505.0,,,,,,
02620,B,B02,201501.0,,,,,,
02620,B,B02,201502.0,,,,,,
02620,B,B02,201505.0,,,,,,
02624,B,B01,201509.0,,,,,,
02624,C,C03,201505.0,,,,,,
02626,A,A02,201512.0,,,,,,
02626,B,B01,201503.0,,,,,,
02626,B,B01,201504.0,,,,,,
02626,B,B01,201508.0,,,,,,
02626,B,B01,201509.0,,,,,,
02626,B,B01,201510.0,,,,,,
02626,B,B02,201501.0,,,,,,
02626,B,B02,201505.0,,,,,,
02626,B,B02,201506.0,,,,,,
02626,B,B02,201507.0,,,,,,
02633,A,A02,201507.0,,,,,,
02633,C,C02,201512.0,,,,,,
02634,B,B02,201503.0,,,,,,
02634,B,B02,201507.0,,,,,,
02634,B,B02,201511.0,,,,,,
02636,C,C02,201509.0,,,,,,
02636,C,C02,201510.0,,,,,,
02636,C,C02,201512.0,,,,,,
02639,A,A01,201507.0,,,,,,
02639,A,A02,201507.0,,,,,,
02639,A,A02,201508.0,,,,,,
02639,A,A02,201509.0,,,,,,
02639,A,A02,201510.0,,,,,,
02639,A,A02,201511.0,,,,,,
02639,A,A02,201512.0,,,,,,
02639,C,C03,201512.0,,,,,,
02642,A,A01,201502.0,,,,,,
02642,A,A01,201503.0,,,,,,
02642,A,A01,201504.0,,,,,,
02642,A,A01,201505.0,,,,,,
02642,A,A01,201506.0,,,,,,
02642,A,A01,201507.0,,,,,,
02642,A,A01,201508.0,,,,,,
02642,A,A01,201509.0,,,,,,
02642,A,A01,201510.0,,,,,,
02642,A,A01,201511.0,,,,,,
02642,A,A02,201504.0,,,,,,
02644,A,A02,201512.0,,,,,,
02644,B,B01,201506.0,,,,,,
02644,B,B02,201510.0,,,,,,
02644,B,B02,201511.0,,,,,,
02644,C,C03,201504.0,,,,,,
02644,C,C03,201506.0,,,,,,
02644,C,C03,201507.0,,,,,,
02644,C,C03,201508.0,,,,,,
02644,C,C03,201509.0,,,,,,
02644,C,C03,201510.0,,,,,,
02644,C,C03,201511.0,,,,,,
02645,A,A01,201501.0,,,,,,
02645,A,A02,201501.0,,,,,,
02645,A,A02,201502.0,,,,,,
02645,A,A02,201503.0,,,,,,
02645,A,A02,201506.0,,,,,,
02645,A,A02,201510.0,,,,,,
02645,B,B01,201501.0,,,,,,
02645,B,B01,201502.0,,,,,,
02645,B,B01,201503.0,,,,,,
02645,B,B02,201501.0,,,,,,
02646,B,B02,201511.0,,,,,,
02646,B,B02,201512.0,,,,,,
02646,C,C03,201509.0,,,,,,
